ts_r,acc_x_r,acc_y_r,acc_z_r,temp_r,gyr_x_r,gyr_y_r,gyr_z_r,mag_x_r,mag_y_r,mag_z_r,kal_status_r,alpha_r,beta_r,ts_n,acc_x_n,acc_y_n,acc_z_n,temp_n,gyr_x_n,gyr_y_n,gyr_z_n,mag_x_n,mag_y_n,mag_z_n,kal_status_n,alpha_n,beta_n,started,calibrated,monitoring,zone,in_bending_orange_zone,in_bending_red_zone,in_overreach_zone,bending_buzzing,overreach_buzzing,walking,vibrating,static_posture,label,label2
64890,0.991943359,-0.074951172,-0.269287109,3792,-1.220703125,-1.800537109,0.793457031,-15,52,304,3,-16295,-17756,64895,0.997070313,-0.03515625,-0.130126953,3488,-1.770019531,-0.701904297,1.617431641,-73,-4018,739,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64891,0.985351563,-0.079345703,-0.277587891,3776,-1.129150391,-0.579833984,0.579833984,-15,52,304,3,-16295,-17756,64896,0.990966797,-0.030029297,-0.132080078,3488,-1.098632813,-0.915527344,1.342773438,-73,-4018,739,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64892,0.988769531,-0.084228516,-0.275390625,3872,-0.701904297,1.403808594,1.037597656,2986,3322,-1121,3,-16295,-17756,64897,0.993164063,-0.0390625,-0.135742188,3376,-1.617431641,-0.244140625,1.342773438,-75,-4027,729,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64893,0.990722656,-0.081054688,-0.264160156,3760,-0.823974609,1.098632813,0.915527344,2986,3322,-1121,3,-16295,-17756,64898,0.994873047,-0.039306641,-0.133056641,3472,-1.770019531,0,1.342773438,-75,-4027,729,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64894,0.995605469,-0.083984375,-0.263671875,3872,0.152587891,-0.762939453,1.037597656,2982,3320,-1129,3,-16295,-17756,64899,1.000488281,-0.038574219,-0.133300781,3440,-1.892089844,-0.335693359,0.9765625,-78,-4030,731,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64895,0.983642578,-0.085449219,-0.275634766,3792,0.518798828,-0.9765625,0.9765625,2982,3320,-1129,3,-16295,-17756,64900,0.992675781,-0.041992188,-0.140625,3408,-1.617431641,-0.183105469,0.762939453,-78,-4030,731,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64896,0.983154297,-0.081542969,-0.275878906,3872,-0.9765625,-0.823974609,0.457763672,2986,3322,-1144,3,-16295,-17756,64901,0.991943359,-0.038818359,-0.141601563,3440,-2.044677734,0.061035156,0.640869141,-71,-4036,736,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64897,0.989990234,-0.080078125,-0.271972656,3840,-0.823974609,1.647949219,0.183105469,2986,3322,-1144,3,-16295,-17756,64902,0.993408203,-0.03515625,-0.140136719,3360,-1.922607422,0.701904297,0.610351563,-71,-4036,736,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64898,0.988037109,-0.080810547,-0.265136719,3872,0.305175781,0.549316406,0.457763672,2985,3322,-1142,3,-16295,-17756,64903,0.988769531,-0.033203125,-0.138671875,3440,-1.983642578,1.922607422,0.48828125,-80,-4028,715,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64899,0.991699219,-0.082275391,-0.272460938,3792,-1.190185547,0.48828125,0.122070313,2985,3322,-1142,3,-16295,-17756,64904,0.993896484,-0.033691406,-0.134033203,3440,-1.861572266,1.922607422,0.366210938,-80,-4028,715,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64900,0.995849609,-0.089111328,-0.268310547,3792,-2.960205078,-0.946044922,0.762939453,2985,3307,-1144,3,-16295,-17756,64905,0.99609375,-0.029785156,-0.138916016,3408,-1.525878906,1.953125,0.701904297,-76,-4017,735,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64901,0.987304688,-0.093505859,-0.271484375,3840,-3.601074219,0.915527344,-0.183105469,2985,3307,-1144,3,-16295,-17756,64906,1.000488281,-0.029785156,-0.131591797,3472,-1.129150391,1.739501953,0.396728516,-76,-4017,735,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64902,0.981201172,-0.082519531,-0.275634766,3760,-2.044677734,1.037597656,-0.335693359,2987,3317,-1134,3,-16295,-17756,64907,0.996337891,-0.032958984,-0.132568359,3472,-1.037597656,1.220703125,0.48828125,-76,-4026,741,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64903,0.985595703,-0.086669922,-0.273925781,3824,-1.647949219,4.39453125,-0.152587891,2987,3317,-1134,3,-16295,-17756,64908,0.996582031,-0.034912109,-0.130126953,3536,-0.946044922,0.732421875,0.793457031,-76,-4026,741,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64904,0.998046875,-0.086914063,-0.256835938,3792,-3.41796875,-0.122070313,0.579833984,2991,3312,-1137,3,-16295,-17756,64909,0.995849609,-0.032958984,-0.129882813,3520,-0.762939453,0.244140625,0.549316406,-77,-4030,724,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64905,0.994140625,-0.082763672,-0.279541016,3824,-2.655029297,-1.983642578,0.244140625,2991,3312,-1137,3,-16295,-17756,64910,1.006835938,-0.041259766,-0.128173828,3488,-1.861572266,-0.030517578,0.579833984,-77,-4030,724,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64906,0.9765625,-0.072998047,-0.283691406,3840,1.556396484,-0.305175781,0.762939453,2987,3307,-1114,3,-16295,-17756,64911,1.000732422,-0.038818359,-0.127441406,3488,-1.312255859,-0.915527344,0.213623047,-77,-4024,763,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64907,0.980957031,-0.103027344,-0.271972656,3840,-0.640869141,8.422851563,-1.342773438,2987,3307,-1114,3,-16295,-17756,64912,1.004638672,-0.041748047,-0.131347656,3408,-1.861572266,-1.251220703,0.457763672,-77,-4024,763,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64908,0.994140625,-0.094970703,-0.257080078,3792,-5.37109375,8.239746094,-2.044677734,2980,3310,-1114,3,-16295,-17756,64913,0.987060547,-0.032958984,-0.137207031,3488,-1.46484375,-1.586914063,-0.640869141,-80,-4015,766,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64909,0.994628906,-0.086669922,-0.254882813,3760,-5.615234375,5.218505859,-1.46484375,2980,3310,-1114,3,-16295,-17756,64914,0.993408203,-0.025878906,-0.136230469,3376,-1.159667969,-0.427246094,-0.946044922,-80,-4015,766,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64910,0.994140625,-0.079345703,-0.249267578,3824,-3.784179688,-4.608154297,0.396728516,2981,3287,-1199,3,-16295,-17756,64915,0.994628906,-0.020751953,-0.146484375,3408,-0.762939453,-0.366210938,-1.159667969,-48,-4042,547,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64911,0.987304688,-0.080566406,-0.259277344,3888,-3.753662109,-6.164550781,0.885009766,2981,3287,-1199,3,-16295,-17756,64916,0.991699219,-0.025634766,-0.144775391,3488,-0.610351563,0.335693359,-1.525878906,-48,-4042,547,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64912,0.985839844,-0.070800781,-0.264892578,3776,-1.708984375,3.173828125,-0.091552734,2979,3304,-1055,3,-16295,-17756,64917,0.989990234,-0.027587891,-0.138671875,3472,-0.762939453,0.732421875,-0.9765625,-61,-4000,763,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64913,0.998535156,-0.078369141,-0.250244141,3824,1.525878906,-1.617431641,-0.213623047,2979,3304,-1055,3,-16295,-17756,64918,0.995361328,-0.030273438,-0.143554688,3376,-1.342773438,1.281738281,-0.946044922,-61,-4000,763,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64914,0.978027344,-0.079345703,-0.262939453,3872,1.800537109,-3.051757813,-0.48828125,2979,3294,-1052,3,-16295,-17756,64919,0.993896484,-0.019042969,-0.138183594,3536,-0.762939453,0.946044922,-0.671386719,-62,-3983,775,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64915,0.991943359,-0.077636719,-0.260253906,3776,2.136230469,-0.122070313,-1.220703125,2979,3294,-1052,3,-16295,-17756,64920,0.994384766,-0.024414063,-0.135253906,3440,-0.122070313,0.610351563,0.091552734,-62,-3983,775,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64916,0.997558594,-0.079833984,-0.260253906,3888,0.549316406,-1.495361328,-0.122070313,2990,3261,-1368,3,-16295,-17756,64921,0.990966797,-0.023925781,-0.128417969,3440,0.061035156,0.030517578,0.427246094,-61,-3968,794,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64917,0.987060547,-0.081542969,-0.264160156,3760,4.760742188,-3.051757813,0.457763672,2990,3261,-1368,3,-16295,-17756,64922,1.000976563,-0.019775391,-0.134521484,3472,-0.061035156,-0.213623047,0.732421875,-61,-3968,794,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64918,0.986328125,-0.079345703,-0.262695313,3760,5.859375,-3.387451172,-0.244140625,2975,3307,-1083,3,-16295,-17756,64923,0.996337891,-0.024658203,-0.134277344,3488,-0.823974609,0.274658203,1.434326172,-56,-3955,792,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64919,0.984863281,-0.091552734,-0.27734375,3776,1.495361328,-2.410888672,-0.061035156,2975,3307,-1083,3,-16295,-17756,64924,0.998535156,-0.032226563,-0.137451172,3488,-1.312255859,0,1.800537109,-56,-3955,792,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64920,0.981933594,-0.082519531,-0.270507813,3776,-3.845214844,-2.014160156,-0.091552734,2987,3317,-1121,3,-16295,-17756,64925,1.001708984,-0.029296875,-0.128662109,3408,-1.953125,0,1.983642578,-56,-3959,791,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64921,0.991455078,-0.087158203,-0.268798828,3728,-8.209228516,3.326416016,-1.708984375,2987,3317,-1121,3,-16295,-17756,64926,0.992919922,-0.025390625,-0.132568359,3488,-1.983642578,0.183105469,2.075195313,-56,-3959,791,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64922,0.997070313,-0.048828125,-0.269775391,3872,0.396728516,1.342773438,-0.854492188,2979,3320,-1128,3,-16295,-17756,64927,0.991699219,-0.030273438,-0.140136719,3440,-2.349853516,0.885009766,1.983642578,-53,-3966,789,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64923,0.986083984,-0.063964844,-0.273681641,3696,6.225585938,-3.90625,0.48828125,2979,3320,-1128,3,-16295,-17756,64928,0.993408203,-0.028320313,-0.135986328,3440,-2.319335938,1.159667969,1.922607422,-53,-3966,789,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64924,0.983886719,-0.073730469,-0.282958984,3792,1.586914063,0.305175781,-0.366210938,2984,3322,-1118,3,-16295,-17756,64929,0.993408203,-0.029541016,-0.131347656,3440,-2.075195313,1.800537109,1.861572266,-57,-3973,805,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64925,0.985107422,-0.080322266,-0.272949219,3792,-3.356933594,2.349853516,-1.525878906,2984,3322,-1118,3,-16295,-17756,64930,0.999023438,-0.024902344,-0.125976563,3520,-0.915527344,1.831054688,2.502441406,-57,-3973,805,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64926,0.987548828,-0.07421875,-0.280761719,3872,-2.319335938,7.080078125,-2.655029297,2976,3319,-1126,3,-16295,-17756,64931,0.992919922,-0.030517578,-0.129638672,3344,0.274658203,2.685546875,2.471923828,-67,-3977,789,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64927,0.995849609,-0.084960938,-0.254394531,3824,-8.209228516,9.124755859,-2.471923828,2976,3319,-1126,3,-16295,-17756,64932,0.984375,-0.037597656,-0.113037109,3440,4.760742188,0.701904297,2.197265625,-67,-3977,789,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64928,0.997314453,-0.082763672,-0.255126953,3872,-7.537841797,3.387451172,-1.098632813,2961,3342,-1072,3,-16295,-17756,64933,0.992675781,-0.044677734,-0.103759766,3488,15.44189453,-5.126953125,2.258300781,-75,-3978,825,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64929,1.000244141,-0.071289063,-0.251708984,3792,-5.828857422,-2.899169922,2.075195313,2961,3342,-1072,3,-16295,-17756,64934,0.982666016,-0.030273438,-0.130371094,3552,22.27783203,-9.826660156,1.586914063,-75,-3978,825,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64930,0.981445313,-0.05859375,-0.258300781,3776,-4.486083984,-5.432128906,4.272460938,2961,3358,-1022,3,-16295,-17756,64935,1.012207031,-0.010986328,-0.131835938,3440,23.74267578,-13.03100586,0.396728516,-66,-3948,851,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64931,0.989990234,-0.052001953,-0.268554688,3840,-4.821777344,-1.739501953,3.692626953,2961,3358,-1022,3,-16295,-17756,64936,0.983398438,0.004882813,-0.140136719,3376,25.93994141,-12.35961914,2.258300781,-66,-3948,851,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64932,0.991210938,-0.054443359,-0.257080078,3776,-3.936767578,5.37109375,1.556396484,2978,3322,-1031,3,-16295,-17756,64937,1.012207031,0.000244141,-0.149169922,3472,24.4140625,-13.03100586,1.647949219,-34,-3873,916,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64933,1.007324219,-0.047119141,-0.241943359,3904,-0.640869141,4.821777344,0.152587891,2978,3322,-1031,3,-16295,-17756,64938,0.999023438,-0.041992188,-0.150390625,3488,20.29418945,-7.171630859,-0.122070313,-34,-3873,916,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64934,0.996582031,-0.054931641,-0.243408203,3872,4.455566406,1.251220703,0.48828125,2982,3282,-1170,3,-16295,-17756,64939,1.001220703,-0.053955078,-0.158935547,3472,22.06420898,-2.166748047,-0.732421875,0,-3822,746,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64935,1.001220703,-0.072265625,-0.223388672,3776,8.178710938,-3.540039063,1.007080078,2982,3282,-1170,3,-16295,-17756,64940,0.973632813,-0.097412109,-0.157226563,3440,10.68115234,2.807617188,0.244140625,0,-3822,746,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64936,0.987304688,-0.134277344,-0.23046875,3840,-45.25756836,-33.41674805,1.586914063,2973,3299,-1028,3,-16295,-17756,64941,0.974853516,-0.088623047,-0.181396484,3488,7.720947266,4.821777344,1.159667969,-12,-3723,1047,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64937,0.959960938,-0.072509766,-0.385253906,3904,-51.26953125,11.04736328,0.427246094,2973,3299,-1028,3,-16295,-17756,64942,0.981933594,-0.091796875,-0.169189453,3376,4.730224609,7.781982422,0.854492188,-12,-3723,1047,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64938,0.979736328,-0.043701172,-0.286132813,3824,17.02880859,21.57592773,2.44140625,2988,3275,-1069,3,-16295,-17756,64943,0.982666016,-0.114746094,-0.184326172,3440,-2.410888672,9.399414063,1.708984375,-27,-3679,1125,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64939,1.004394531,-0.086914063,-0.244873047,3776,26.51977539,1.220703125,8.483886719,2988,3275,-1069,3,-16295,-17756,64944,0.996582031,-0.061767578,-0.174072266,3488,-8.483886719,8.7890625,2.471923828,-27,-3679,1125,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64940,0.999511719,-0.113525391,-0.248046875,3872,18.5546875,-8.422851563,6.134033203,3000,3195,-1293,3,-16295,-17756,64945,0.997558594,-0.053466797,-0.165039063,3472,-5.737304688,4.39453125,2.105712891,-37,-3691,1174,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64941,0.981689453,-0.108886719,-0.279541016,3760,5.279541016,-8.819580078,2.777099609,3000,3195,-1293,3,-16295,-17756,64946,0.983642578,-0.067382813,-0.160644531,3408,-8.209228516,6.439208984,2.014160156,-37,-3691,1174,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64942,0.974121094,-0.092773438,-0.282958984,3792,-7.720947266,3.997802734,1.770019531,3008,3244,-1088,3,-16295,-17756,64947,0.978027344,-0.054199219,-0.148681641,3440,-9.674072266,9.552001953,2.655029297,-53,-3717,1184,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64943,0.984375,-0.081542969,-0.266113281,3792,-12.26806641,9.033203125,1.373291016,3008,3244,-1088,3,-16295,-17756,64948,0.986083984,-0.067138672,-0.144775391,3440,-11.16943359,10.86425781,4.455566406,-53,-3717,1184,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64944,0.989746094,-0.086914063,-0.261230469,3888,-9.918212891,9.185791016,1.251220703,3011,3228,-1096,3,-16295,-17756,64949,0.994140625,-0.058837891,-0.125,3536,-11.16943359,11.96289063,6.866455078,-68,-3734,1192,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64945,0.998046875,-0.087890625,-0.243164063,3792,-7.263183594,2.380371094,1.46484375,3011,3228,-1096,3,-16295,-17756,64950,1.01171875,-0.064453125,-0.113525391,3520,-10.4675293,10.86425781,8.056640625,-68,-3734,1192,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64946,0.995849609,-0.088378906,-0.249267578,3792,-4.302978516,0.457763672,1.068115234,3010,3212,-1030,3,-16295,-17756,64951,1.011474609,-0.060302734,-0.113037109,3440,-9.704589844,7.354736328,7.568359375,-104,-3800,1204,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64947,0.990234375,-0.094726563,-0.255859375,3728,0.854492188,-1.495361328,0.701904297,3010,3212,-1030,3,-16295,-17756,64952,1.004150391,-0.056152344,-0.116455078,3472,-8.178710938,5.737304688,5.706787109,-104,-3800,1204,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64948,0.989746094,-0.102783203,-0.254638672,3776,-0.915527344,-0.091552734,0.549316406,3002,3204,-1021,3,-16295,-17756,64953,0.996582031,-0.062988281,-0.119873047,3440,-4.547119141,4.39453125,3.173828125,-135,-3864,1189,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64949,0.983642578,-0.100830078,-0.259765625,3792,-2.410888672,0.274658203,0.366210938,3002,3204,-1021,3,-16295,-17756,64954,0.994873047,-0.067138672,-0.112060547,3440,-3.204345703,3.997802734,1.861572266,-135,-3864,1189,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64950,0.990966797,-0.108154297,-0.264160156,3776,-2.44140625,0.640869141,0.091552734,3007,3206,-1027,3,-16295,-17756,64955,0.998779297,-0.074951172,-0.109863281,3440,-1.312255859,2.899169922,0.48828125,-156,-3901,1173,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64951,0.988525391,-0.094482422,-0.267578125,3776,-3.997802734,2.685546875,-0.030517578,3007,3206,-1027,3,-16295,-17756,64956,1.007080078,-0.074707031,-0.108154297,3376,-1.770019531,2.197265625,-0.518798828,-156,-3901,1173,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64952,0.996582031,-0.100097656,-0.255859375,3792,-2.044677734,0,0.549316406,3008,3188,-1007,3,-16295,-17756,64957,0.993896484,-0.083984375,-0.111572266,3424,-2.716064453,2.410888672,0.244140625,-168,-3902,1195,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64953,0.992919922,-0.1015625,-0.259277344,3840,2.136230469,-3.540039063,0.640869141,3008,3188,-1007,3,-16295,-17756,64958,1.008056641,-0.067138672,-0.091552734,3520,-4.455566406,1.647949219,0.366210938,-168,-3902,1195,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64954,0.989990234,-0.099365234,-0.268066406,3776,0.030517578,-3.692626953,0.640869141,3006,3192,-1001,3,-16295,-17756,64959,0.997314453,-0.075439453,-0.096191406,3488,-4.974365234,1.098632813,-0.396728516,-169,-3884,1150,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64955,0.985351563,-0.092041016,-0.263671875,3792,-2.349853516,1.495361328,-0.396728516,3006,3192,-1001,3,-16295,-17756,64960,0.989746094,-0.072265625,-0.101318359,3520,-3.509521484,0.091552734,-1.220703125,-169,-3884,1150,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64956,0.989990234,-0.099609375,-0.260253906,3792,-3.753662109,2.166748047,-0.213623047,3009,3194,-1029,3,-16295,-17756,64961,1.000244141,-0.063720703,-0.095458984,3520,-2.105712891,1.434326172,-1.983642578,-169,-3902,1197,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64957,0.988525391,-0.090087891,-0.254882813,3824,-3.509521484,1.647949219,0.122070313,3009,3194,-1029,3,-16295,-17756,64962,0.993896484,-0.060058594,-0.104492188,3488,0.122070313,1.922607422,-2.716064453,-169,-3902,1197,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64958,0.995849609,-0.090576172,-0.249023438,3776,-1.281738281,-1.220703125,0.549316406,3006,3191,-1002,3,-16295,-17756,64963,0.992675781,-0.062255859,-0.102783203,3520,1.861572266,2.777099609,-3.692626953,-163,-3898,1215,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64959,0.987060547,-0.084960938,-0.258789063,3872,-0.579833984,-0.579833984,0.610351563,3006,3191,-1002,3,-16295,-17756,64964,0.993408203,-0.067138672,-0.095214844,3472,0.793457031,2.807617188,-3.723144531,-163,-3898,1215,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64960,0.988037109,-0.097167969,-0.261474609,3776,-0.152587891,1.373291016,0.396728516,3013,3159,-1157,3,-16295,-17756,64965,0.995117188,-0.063476563,-0.090576172,3552,0.518798828,4.028320313,-3.021240234,-145,-3884,1006,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
64961,0.997070313,-0.096435547,-0.252929688,3824,-0.854492188,-0.48828125,0,3013,3159,-1157,3,-16295,-17756,64966,1.008300781,-0.055908203,-0.086425781,3440,-0.030517578,3.570556641,-2.593994141,-145,-3884,1006,51,-705,1792,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,staan,normaal
